Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,DOI_for_article,linkDOI,citationCount,Date,dateYear
50,S0022285204000360.xml,False,225,HopkinsD.W. TokarykJournal of Molecular Spectroscopy 225 (2004) 1-7. doi:10.1016j.jms.2004.01.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852225120041-71710.1016j.jms.2004.01.014http,http://dx.doi.org/10.1016/j.jms.2004.01.014doi:10.1016/j.jms.2004.01.014JournalsS300.1,,10.1016/j.jms.2004.01.014,https://dx.doi.org/10.1016/j.jms.2004.01.014,15,2004-05-00,2004
51,S0022285204000372.xml,False,225,ondon factorsJournal of Molecular Spectroscopy 225 (2004) 39-42. doi:10.1016j.jms.2004.02.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200439-42394210.1016j.jms.2004.02.007http,http://dx.doi.org/10.1016/j.jms.2004.02.007doi:10.1016/j.jms.2004.02.007JournalsS300.1,,10.1016/j.jms.2004.02.007,https://dx.doi.org/10.1016/j.jms.2004.02.007,2,2004-05-00,2004
52,S0022285204000414.xml,False,225,llar moleculeJournal of Molecular Spectroscopy 225 (2004) 14-32. doi:10.1016j.jms.2004.02.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200414-32143210.1016j.jms.2004.02.004http,http://dx.doi.org/10.1016/j.jms.2004.02.004doi:10.1016/j.jms.2004.02.004JournalsS300.1,,10.1016/j.jms.2004.02.004,https://dx.doi.org/10.1016/j.jms.2004.02.004,20,2004-05-00,2004
53,S0022285204000426.xml,False,225,Rydberg stateJournal of Molecular Spectroscopy 225 (2004) 33-38. doi:10.1016j.jms.2004.02.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200433-38333810.1016j.jms.2004.02.005http,http://dx.doi.org/10.1016/j.jms.2004.02.005doi:10.1016/j.jms.2004.02.005JournalsS300.1,,10.1016/j.jms.2004.02.005,https://dx.doi.org/10.1016/j.jms.2004.02.005,8,2004-05-00,2004
54,S0022285204000438.xml,False,225, coherent statesJournal of Molecular Spectroscopy 225 (2004) 8-13. doi:10.1016j.jms.2004.02.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852225120048-1381310.1016j.jms.2004.02.006http,http://dx.doi.org/10.1016/j.jms.2004.02.006doi:10.1016/j.jms.2004.02.006JournalsS300.1,,10.1016/j.jms.2004.02.006,https://dx.doi.org/10.1016/j.jms.2004.02.006,0,2004-05-00,2004
55,S002228520400044X.xml,False,225,s WeberJournal of Molecular Spectroscopy 225 (2004) 109-122. doi:10.1016j.jms.2004.02.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004109-12210912210.1016j.jms.2004.02.008http,http://dx.doi.org/10.1016/j.jms.2004.02.008doi:10.1016/j.jms.2004.02.008JournalsS300.1,,10.1016/j.jms.2004.02.008,https://dx.doi.org/10.1016/j.jms.2004.02.008,13,2004-06-00,2004
56,S0022285204000451.xml,False,225,aniWim UbachsJournal of Molecular Spectroscopy 225 (2004) 62-65. doi:10.1016j.jms.2004.02.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200462-65626510.1016j.jms.2004.02.009http,http://dx.doi.org/10.1016/j.jms.2004.02.009doi:10.1016/j.jms.2004.02.009JournalsS300.1,,10.1016/j.jms.2004.02.009,https://dx.doi.org/10.1016/j.jms.2004.02.009,11,2004-05-00,2004
57,S0022285204000463.xml,False,225,aman spectrumJournal of Molecular Spectroscopy 225 (2004) 48-54. doi:10.1016j.jms.2004.02.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200448-54485410.1016j.jms.2004.02.010http,http://dx.doi.org/10.1016/j.jms.2004.02.010doi:10.1016/j.jms.2004.02.010JournalsS300.1,,10.1016/j.jms.2004.02.010,https://dx.doi.org/10.1016/j.jms.2004.02.010,12,2004-05-00,2004
58,S0022285204000475.xml,False,225,Per JensenJournal of Molecular Spectroscopy 225 (2004) 96-106. doi:10.1016j.jms.2004.02.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200496-1069610610.1016j.jms.2004.02.011http,http://dx.doi.org/10.1016/j.jms.2004.02.011doi:10.1016/j.jms.2004.02.011JournalsS300.1,,10.1016/j.jms.2004.02.011,https://dx.doi.org/10.1016/j.jms.2004.02.011,7,2004-05-00,2004
59,S0022285204000487.xml,False,225,ion constantsJournal of Molecular Spectroscopy 225 (2004) 66-72. doi:10.1016j.jms.2004.02.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200466-72667210.1016j.jms.2004.02.012http,http://dx.doi.org/10.1016/j.jms.2004.02.012doi:10.1016/j.jms.2004.02.012JournalsS300.1,,10.1016/j.jms.2004.02.012,https://dx.doi.org/10.1016/j.jms.2004.02.012,4,2004-05-00,2004
60,S0022285204000499.xml,False,225,etime of HCClJournal of Molecular Spectroscopy 225 (2004) 43-47. doi:10.1016j.jms.2004.02.013journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200443-47434710.1016j.jms.2004.02.013http,http://dx.doi.org/10.1016/j.jms.2004.02.013doi:10.1016/j.jms.2004.02.013JournalsS300.1,,10.1016/j.jms.2004.02.013,https://dx.doi.org/10.1016/j.jms.2004.02.013,10,2004-05-00,2004
61,S0022285204000505.xml,False,225,tion spectrumJournal of Molecular Spectroscopy 225 (2004) 55-61. doi:10.1016j.jms.2004.02.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200455-61556110.1016j.jms.2004.02.014http,http://dx.doi.org/10.1016/j.jms.2004.02.014doi:10.1016/j.jms.2004.02.014JournalsS300.1,,10.1016/j.jms.2004.02.014,https://dx.doi.org/10.1016/j.jms.2004.02.014,2,2004-05-00,2004
62,S0022285204000517.xml,False,225,2) algebraH2OJournal of Molecular Spectroscopy 225 (2004) 73-92. doi:10.1016j.jms.2004.02.015journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522251200473-92739210.1016j.jms.2004.02.015http,http://dx.doi.org/10.1016/j.jms.2004.02.015doi:10.1016/j.jms.2004.02.015JournalsS300.1,,10.1016/j.jms.2004.02.015,https://dx.doi.org/10.1016/j.jms.2004.02.015,43,2004-05-00,2004
63,S0022285204000670.xml,False,225,escenceJournal of Molecular Spectroscopy 225 (2004) 132-144. doi:10.1016j.jms.2004.02.017journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004132-14413214410.1016j.jms.2004.02.017http,http://dx.doi.org/10.1016/j.jms.2004.02.017doi:10.1016/j.jms.2004.02.017JournalsS300.1,,10.1016/j.jms.2004.02.017,https://dx.doi.org/10.1016/j.jms.2004.02.017,5,2004-06-00,2004
64,S0022285204000682.xml,False,225,KrupnovJournal of Molecular Spectroscopy 225 (2004) 222-224. doi:10.1016j.jms.2004.02.018journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004222-22422222410.1016j.jms.2004.02.018http,http://dx.doi.org/10.1016/j.jms.2004.02.018doi:10.1016/j.jms.2004.02.018JournalsS300.1,,10.1016/j.jms.2004.02.018,https://dx.doi.org/10.1016/j.jms.2004.02.018,6,2004-06-00,2004
65,S0022285204000694.xml,False,225,ructureJournal of Molecular Spectroscopy 225 (2004) 145-151. doi:10.1016j.jms.2004.02.019journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004145-15114515110.1016j.jms.2004.02.019http,http://dx.doi.org/10.1016/j.jms.2004.02.019doi:10.1016/j.jms.2004.02.019JournalsS300.1,,10.1016/j.jms.2004.02.019,https://dx.doi.org/10.1016/j.jms.2004.02.019,17,2004-06-00,2004
66,S0022285204000700.xml,False,225,ethanolJournal of Molecular Spectroscopy 225 (2004) 162-173. doi:10.1016j.jms.2004.02.020journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004162-17316217310.1016j.jms.2004.02.020http,http://dx.doi.org/10.1016/j.jms.2004.02.020doi:10.1016/j.jms.2004.02.020JournalsS300.1,,10.1016/j.jms.2004.02.020,https://dx.doi.org/10.1016/j.jms.2004.02.020,5,2004-06-00,2004
67,S0022285204000712.xml,False,225,ructureJournal of Molecular Spectroscopy 225 (2004) 152-161. doi:10.1016j.jms.2004.02.021journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004152-16115216110.1016j.jms.2004.02.021http,http://dx.doi.org/10.1016/j.jms.2004.02.021doi:10.1016/j.jms.2004.02.021JournalsS300.1,,10.1016/j.jms.2004.02.021,https://dx.doi.org/10.1016/j.jms.2004.02.021,10,2004-06-00,2004
68,S0022285204000736.xml,False,225,EvensonJournal of Molecular Spectroscopy 225 (2004) 189-195. doi:10.1016j.jms.2004.02.026journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004189-19518919510.1016j.jms.2004.02.026http,http://dx.doi.org/10.1016/j.jms.2004.02.026doi:10.1016/j.jms.2004.02.026JournalsS300.1,,10.1016/j.jms.2004.02.026,https://dx.doi.org/10.1016/j.jms.2004.02.026,12,2004-06-00,2004
69,S0022285204000748.xml,False,225,adeningJournal of Molecular Spectroscopy 225 (2004) 123-131. doi:10.1016j.jms.2004.02.023journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004123-13112313110.1016j.jms.2004.02.023http,http://dx.doi.org/10.1016/j.jms.2004.02.023doi:10.1016/j.jms.2004.02.023JournalsS300.1,,10.1016/j.jms.2004.02.023,https://dx.doi.org/10.1016/j.jms.2004.02.023,2,2004-06-00,2004
70,S002228520400075X.xml,False,225,e-laserJournal of Molecular Spectroscopy 225 (2004) 174-181. doi:10.1016j.jms.2004.02.025journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004174-18117418110.1016j.jms.2004.02.025http,http://dx.doi.org/10.1016/j.jms.2004.02.025doi:10.1016/j.jms.2004.02.025JournalsS300.1,,10.1016/j.jms.2004.02.025,https://dx.doi.org/10.1016/j.jms.2004.02.025,10,2004-06-00,2004
71,S0022285204000761.xml,False,225,. BlakeJournal of Molecular Spectroscopy 225 (2004) 182-188. doi:10.1016j.jms.2004.02.024journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004182-18818218810.1016j.jms.2004.02.024http,http://dx.doi.org/10.1016/j.jms.2004.02.024doi:10.1016/j.jms.2004.02.024JournalsS300.1,,10.1016/j.jms.2004.02.024,https://dx.doi.org/10.1016/j.jms.2004.02.024,2,2004-06-00,2004
72,S0022285204000852.xml,False,225,elingerJournal of Molecular Spectroscopy 225 (2004) 230-230. doi:10.1016j.jms.2004.03.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004230-23023023010.1016j.jms.2004.03.001http,http://dx.doi.org/10.1016/j.jms.2004.03.001doi:10.1016/j.jms.2004.03.001JournalsS300.1,,10.1016/j.jms.2004.03.001,https://dx.doi.org/10.1016/j.jms.2004.03.001,1,2004-06-00,2004
73,S0022285204000876.xml,False,225,O'BrienJournal of Molecular Spectroscopy 225 (2004) 225-229. doi:10.1016j.jms.2004.03.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004225-22922522910.1016j.jms.2004.03.002http,http://dx.doi.org/10.1016/j.jms.2004.03.002doi:10.1016/j.jms.2004.03.002JournalsS300.1,,10.1016/j.jms.2004.03.002,https://dx.doi.org/10.1016/j.jms.2004.03.002,11,2004-06-00,2004
74,S002228520400092X.xml,False,225,. BrownJournal of Molecular Spectroscopy 225 (2004) 196-205. doi:10.1016j.jms.2004.03.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004196-20519620510.1016j.jms.2004.03.005http,http://dx.doi.org/10.1016/j.jms.2004.03.005doi:10.1016/j.jms.2004.03.005JournalsS300.1,,10.1016/j.jms.2004.03.005,https://dx.doi.org/10.1016/j.jms.2004.03.005,5,2004-06-00,2004
75,S0022285204000931.xml,False,225,. BrownJournal of Molecular Spectroscopy 225 (2004) 206-221. doi:10.1016j.jms.2004.03.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222522004206-22120622110.1016j.jms.2004.03.006http,http://dx.doi.org/10.1016/j.jms.2004.03.006doi:10.1016/j.jms.2004.03.006JournalsS300.1,,10.1016/j.jms.2004.03.006,https://dx.doi.org/10.1016/j.jms.2004.03.006,2,2004-06-00,2004
76,S0022285204000529.xml,False,226,copic parametersJournal of Molecular Spectroscopy 226 (2004) 7-23. doi:10.1016j.jms.2004.02.016journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852226120047-2372310.1016j.jms.2004.02.016http,http://dx.doi.org/10.1016/j.jms.2004.02.016doi:10.1016/j.jms.2004.02.016JournalsS300.1,,10.1016/j.jms.2004.02.016,https://dx.doi.org/10.1016/j.jms.2004.02.016,4,2004-07-00,2004
77,S0022285204000888.xml,False,226,c force fieldJournal of Molecular Spectroscopy 226 (2004) 45-56. doi:10.1016j.jms.2004.03.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200445-56455610.1016j.jms.2004.03.007http,http://dx.doi.org/10.1016/j.jms.2004.03.007doi:10.1016/j.jms.2004.03.007JournalsS300.1,,10.1016/j.jms.2004.03.007,https://dx.doi.org/10.1016/j.jms.2004.03.007,0,2004-07-00,2004
78,S002228520400089X.xml,False,226,ionsStructureJournal of Molecular Spectroscopy 226 (2004) 24-31. doi:10.1016j.jms.2004.03.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200424-31243110.1016j.jms.2004.03.008http,http://dx.doi.org/10.1016/j.jms.2004.03.008doi:10.1016/j.jms.2004.03.008JournalsS300.1,,10.1016/j.jms.2004.03.008,https://dx.doi.org/10.1016/j.jms.2004.03.008,5,2004-07-00,2004
79,S0022285204000906.xml,False,226, calculationsJournal of Molecular Spectroscopy 226 (2004) 32-44. doi:10.1016j.jms.2004.03.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200432-44324410.1016j.jms.2004.03.003http,http://dx.doi.org/10.1016/j.jms.2004.03.003doi:10.1016/j.jms.2004.03.003JournalsS300.1,,10.1016/j.jms.2004.03.003,https://dx.doi.org/10.1016/j.jms.2004.03.003,6,2004-07-00,2004
80,S0022285204000918.xml,False,226,hsJonathan TennysonJournal of Molecular Spectroscopy 226 (2004) 1-6. doi:10.1016j.jms.2004.03.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852226120041-61610.1016j.jms.2004.03.004http,http://dx.doi.org/10.1016/j.jms.2004.03.004doi:10.1016/j.jms.2004.03.004JournalsS300.1,,10.1016/j.jms.2004.03.004,https://dx.doi.org/10.1016/j.jms.2004.03.004,9,2004-07-00,2004
81,S0022285204000943.xml,False,226,tructureHClJournal of Molecular Spectroscopy 226 (2004) 161-168. doi:10.1016j.jms.2004.03.020journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285222622004161-16816116810.1016j.jms.2004.03.020http,http://dx.doi.org/10.1016/j.jms.2004.03.020doi:10.1016/j.jms.2004.03.020JournalsS300.1,,10.1016/j.jms.2004.03.020,https://dx.doi.org/10.1016/j.jms.2004.03.020,19,2004-08-00,2004
82,S0022285204000955.xml,False,226,n modelJournal of Molecular Spectroscopy 226 (2004) 146-160. doi:10.1016j.jms.2004.03.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222622004146-16014616010.1016j.jms.2004.03.009http,http://dx.doi.org/10.1016/j.jms.2004.03.009doi:10.1016/j.jms.2004.03.009JournalsS300.1,,10.1016/j.jms.2004.03.009,https://dx.doi.org/10.1016/j.jms.2004.03.009,42,2004-08-00,2004
83,S0022285204000967.xml,False,226,ic parametersJournal of Molecular Spectroscopy 226 (2004) 57-70. doi:10.1016j.jms.2004.03.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200457-70577010.1016j.jms.2004.03.014http,http://dx.doi.org/10.1016/j.jms.2004.03.014doi:10.1016/j.jms.2004.03.014JournalsS300.1,,10.1016/j.jms.2004.03.014,https://dx.doi.org/10.1016/j.jms.2004.03.014,7,2004-07-00,2004
84,S0022285204000979.xml,False,226,y transferJournal of Molecular Spectroscopy 226 (2004) 95-102. doi:10.1016j.jms.2004.03.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200495-1029510210.1016j.jms.2004.03.011http,http://dx.doi.org/10.1016/j.jms.2004.03.011doi:10.1016/j.jms.2004.03.011JournalsS300.1,,10.1016/j.jms.2004.03.011,https://dx.doi.org/10.1016/j.jms.2004.03.011,8,2004-07-00,2004
85,S0022285204000980.xml,False,226,physicsJournal of Molecular Spectroscopy 226 (2004) 113-122. doi:10.1016j.jms.2004.03.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222622004113-12211312210.1016j.jms.2004.03.012http,http://dx.doi.org/10.1016/j.jms.2004.03.012doi:10.1016/j.jms.2004.03.012JournalsS300.1,,10.1016/j.jms.2004.03.012,https://dx.doi.org/10.1016/j.jms.2004.03.012,6,2004-08-00,2004
86,S0022285204000992.xml,False,226,nstantsJournal of Molecular Spectroscopy 226 (2004) 123-136. doi:10.1016j.jms.2004.03.013journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222622004123-13612313610.1016j.jms.2004.03.013http,http://dx.doi.org/10.1016/j.jms.2004.03.013doi:10.1016/j.jms.2004.03.013JournalsS300.1,,10.1016/j.jms.2004.03.013,https://dx.doi.org/10.1016/j.jms.2004.03.013,15,2004-08-00,2004
87,S0022285204001006.xml,False,226,momentsJournal of Molecular Spectroscopy 226 (2004) 182-189. doi:10.1016j.jms.2004.03.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222622004182-18918218910.1016j.jms.2004.03.010http,http://dx.doi.org/10.1016/j.jms.2004.03.010doi:10.1016/j.jms.2004.03.010JournalsS300.1,,10.1016/j.jms.2004.03.010,https://dx.doi.org/10.1016/j.jms.2004.03.010,1,2004-08-00,2004
88,S0022285204001158.xml,False,226,PicquÃƒÆ’Ã‚Â©Journal of Molecular Spectroscopy 226 (2004) 103-111. doi:10.1016j.jms.2004.03.015journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222612004103-11110311110.1016j.jms.2004.03.015http,http://dx.doi.org/10.1016/j.jms.2004.03.015doi:10.1016/j.jms.2004.03.015JournalsS300.1,,10.1016/j.jms.2004.03.015,https://dx.doi.org/10.1016/j.jms.2004.03.015,1,2004-07-00,2004
89,S002228520400116X.xml,False,226,ment functionJournal of Molecular Spectroscopy 226 (2004) 87-94. doi:10.1016j.jms.2004.03.016journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200487-94879410.1016j.jms.2004.03.016http,http://dx.doi.org/10.1016/j.jms.2004.03.016doi:10.1016/j.jms.2004.03.016JournalsS300.1,,10.1016/j.jms.2004.03.016,https://dx.doi.org/10.1016/j.jms.2004.03.016,2,2004-07-00,2004
90,S0022285204001171.xml,False,226,trous oxideJournal of Molecular Spectroscopy 226 (2004) 196-200. doi:10.1016j.jms.2004.03.021journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© unknown. Published by Elsevier Inc.Elsevier Inc.0022-285222622004196-20019620010.1016j.jms.2004.03.021http,http://dx.doi.org/10.1016/j.jms.2004.03.021doi:10.1016/j.jms.2004.03.021JournalsS300.1,,10.1016/j.jms.2004.03.021,https://dx.doi.org/10.1016/j.jms.2004.03.021,12,2004-08-00,2004
91,S0022285204001183.xml,False,226,methodsJournal of Molecular Spectroscopy 226 (2004) 137-145. doi:10.1016j.jms.2004.03.019journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-285222622004137-14513714510.1016j.jms.2004.03.019http,http://dx.doi.org/10.1016/j.jms.2004.03.019doi:10.1016/j.jms.2004.03.019JournalsS300.1,,10.1016/j.jms.2004.03.019,https://dx.doi.org/10.1016/j.jms.2004.03.019,1,2004-08-00,2004
92,S0022285204001195.xml,False,226,e shiftingN2OJournal of Molecular Spectroscopy 226 (2004) 71-80. doi:10.1016j.jms.2004.03.017journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2004 Elsevier Inc. All rights reserved.Elsevier Inc.0022-28522261200471-80718010.1016j.jms.2004.03.017http,http://dx.doi.org/10.1016/j.jms.2004.03.017doi:10.1016/j.jms.2004.03.017JournalsS300.1,,10.1016/j.jms.2004.03.017,https://dx.doi.org/10.1016/j.jms.2004.03.017,3,2004-07-00,2004
